nombre_ciudad,densidad,ratio_energetico,ratio_cobertura_servicios,contaminacion,contaminacion_acumulada,estabilidad_media,tendencia_estabilidad,tendencia_contaminacion,bienestar,score_viabilidad,ciclos_ejecutados,colapso_detectado,saturacion_detectada,objetivo
Ciudad_0995_optima,0.1415,1.3956,0.9855,0.2987,3.2625,0.8708,0.0632,-0.0467,0.877,89.82,11,false,false,OPTIMO
Ciudad_0679_funcional_estable,0.4743,1.0223,0.8379,0.4805,2.5744,0.585,-0.0111,0.0235,0.6277,71.76,5,false,false,FUNCIONAL
Ciudad_0988_optima,0.4026,1.2227,1.025,0.1818,2.2377,0.8914,0.0851,0.028,0.9137,87.05,12,false,false,OPTIMO
Ciudad_0920_optima,0.1953,1.2353,0.939,0.1114,1.0365,0.8326,0.0525,-0.0277,0.9051,89.85,10,false,false,OPTIMO
Ciudad_0825_funcional_estable,0.4294,0.9785,0.9624,0.344,3.812,0.6355,-0.0296,0.078,0.7014,72.1,10,false,false,FUNCIONAL
Ciudad_0406_saturada_o_inestable,0.5864,0.8571,0.7112,0.562,6.1684,0.6249,-0.1295,0.2126,0.5555,58,9,false,true,INESTABLE
Ciudad_1100_optima,0.4372,1.1547,1.0706,0.1534,1.286,0.9535,0.0964,-0.0431,0.9784,88.02,8,false,false,OPTIMO
Ciudad_0885_funcional_estable,0.6511,0.8796,0.9093,0.4009,3.9222,0.7113,0.0461,-0.0151,0.7332,70.37,10,false,true,FUNCIONAL
Ciudad_0749_funcional_estable,0.4763,0.9735,1.0299,0.3269,2.9269,0.554,-0.0261,0.0749,0.7503,75.99,8,false,false,FUNCIONAL
Ciudad_0485_saturada_o_inestable,0.6558,0.7041,0.7012,0.5192,5.3804,0.5355,-0.1181,0.1697,0.5449,56.43,9,false,false,INESTABLE
Ciudad_0980_optima,0.3064,0.9701,1.1608,0.1238,1.1818,0.885,-0.0148,-0.0091,0.995,88.97,12,false,false,OPTIMO
Ciudad_0812_funcional_estable,0.5208,1.0455,1.0486,0.3877,1.6547,0.6923,0.0246,-0.0091,0.7599,74.83,4,false,false,FUNCIONAL
Ciudad_0255_colapso_o_critica,0.8343,0.2782,0.374,0.726,13.1176,0.2868,-0.3532,0.3868,0.3167,27.6,14,true,true,CRITICO
Ciudad_0758_funcional_estable,0.5413,1.0493,0.8983,0.3651,3.4021,0.6274,0.0422,0.0042,0.7428,74.21,9,false,false,FUNCIONAL
Ciudad_0514_saturada_o_inestable,0.6765,0.7202,0.8545,0.6645,5.4053,0.5891,-0.153,0.181,0.5565,49.97,7,false,false,INESTABLE
Ciudad_0024_colapso_o_critica,0.8884,0.2088,0.6026,0.8804,4.1399,0.2671,-0.3486,0.3249,0.3345,26.64,4,true,true,CRITICO
Ciudad_0079_colapso_o_critica,0.9809,0.5967,0.4455,0.987,13.2624,0.3647,-0.0973,0.4243,0.3096,31.7,11,true,true,CRITICO
Ciudad_0688_funcional_estable,0.607,1.1123,0.8808,0.5468,2.8812,0.7192,0.0466,0.0854,0.6949,71.66,5,false,false,FUNCIONAL
Ciudad_0847_funcional_estable,0.5839,1.0905,0.7692,0.4491,2.7983,0.5961,0.054,0.0319,0.6711,68.89,6,false,false,FUNCIONAL
Ciudad_0283_colapso_o_critica,0.8725,0.2614,0.3364,0.8182,7.1527,0.1245,-0.2409,0.3757,0.1747,21.03,7,false,true,CRITICO
Ciudad_0150_colapso_o_critica,0.8778,0.6037,0.6147,0.711,9.3664,0.33,-0.2527,0.2292,0.4038,35.16,11,true,true,CRITICO
Ciudad_0798_funcional_estable,0.4548,0.9353,1.0522,0.4682,6.0449,0.7309,-0.0212,0.0207,0.8045,69.21,13,false,true,FUNCIONAL
Ciudad_0189_colapso_o_critica,0.8751,0.3954,0.5675,0.685,10.2006,0.3636,-0.1364,0.4393,0.3908,35.73,11,true,true,CRITICO
Ciudad_0595_saturada_o_inestable,0.8227,0.5742,0.8258,0.7315,3.3043,0.5785,-0.1109,0.2024,0.5815,50.01,4,false,true,INESTABLE
Ciudad_1128_optima,0.218,1.3312,1.007,0.2125,2.101,0.7361,0.1146,0.0123,0.866,87.18,9,false,false,OPTIMO
Ciudad_0389_saturada_o_inestable,0.6532,0.5683,0.8262,0.7021,6.6021,0.592,-0.1237,0.0688,0.5893,53.97,9,false,false,INESTABLE
Ciudad_0156_colapso_o_critica,0.8697,0.2583,0.4533,0.6667,6.1144,0.2228,-0.2421,0.3883,0.3148,27.59,7,true,true,CRITICO
Ciudad_0645_funcional_estable,0.6149,0.7895,0.9075,0.3379,2.1593,0.7703,0.053,0.0513,0.813,70.93,6,false,true,FUNCIONAL
Ciudad_0914_optima,0.2135,1.1334,1.1735,0.3164,4.5668,0.8069,0.0638,0.0304,0.8644,87.12,14,false,false,OPTIMO
Ciudad_0833_funcional_estable,0.6477,1.0028,0.7606,0.4717,2.4328,0.7426,0.0268,0.0473,0.7027,70.04,5,false,false,FUNCIONAL
Ciudad_0467_saturada_o_inestable,0.5879,0.8869,0.8356,0.5567,5.9255,0.629,-0.0067,0.2071,0.6493,55.67,9,false,true,INESTABLE
Ciudad_0571_saturada_o_inestable,0.7301,0.6275,0.5512,0.6621,10.057,0.5851,-0.1179,0.1213,0.5247,48.88,14,false,false,INESTABLE
Ciudad_0602_funcional_estable,0.6528,0.8966,0.8171,0.5507,4.7933,0.714,0.0011,0.0602,0.6991,66.72,8,false,false,FUNCIONAL
Ciudad_1143_optima,0.2488,1.0731,1.2186,0.307,1.854,0.9205,0.0803,0.0053,0.9428,88.83,6,false,false,OPTIMO
Ciudad_1142_optima,0.1983,1.3535,1.1105,0.1534,0.6339,0.9106,-0.0067,-0.0194,0.9866,91.94,6,false,false,OPTIMO
Ciudad_0838_funcional_estable,0.612,0.9675,0.89,0.4218,5.5115,0.6228,0.0396,0.0592,0.697,70.88,12,false,false,FUNCIONAL
Ciudad_0606_funcional_estable,0.5621,0.847,0.8146,0.3618,4.2972,0.6734,-0.0397,0.0969,0.7064,69.27,10,false,true,FUNCIONAL
Ciudad_0695_funcional_estable,0.4375,0.7667,0.8532,0.4973,7.5386,0.7053,-0.0066,0.0555,0.7085,69.13,14,false,false,FUNCIONAL
Ciudad_0516_saturada_o_inestable,0.6652,0.7932,0.6892,0.5855,8.3735,0.5912,-0.0722,0.1352,0.6001,52.2,13,false,true,INESTABLE
Ciudad_0997_optima,0.439,1.136,1.1671,0.3002,2.6687,0.8354,0.0882,-0.0061,0.8897,83.42,9,false,false,OPTIMO
Ciudad_0067_colapso_o_critica,0.8661,0.3346,0.3685,0.9626,13.7884,0.4291,-0.3745,0.1679,0.3395,27.56,13,false,true,CRITICO
Ciudad_0930_optima,0.2616,1.0407,1.2696,0.1049,1.5672,0.9196,-0.0078,-0.0264,1,91.59,14,false,false,OPTIMO
Ciudad_0760_funcional_estable,0.6141,0.844,0.9437,0.5234,6.4862,0.7541,0.0047,0.0246,0.7373,69.92,12,false,false,FUNCIONAL
Ciudad_0381_saturada_o_inestable,0.6464,0.6218,0.553,0.5183,6.4841,0.3771,-0.0945,0.1049,0.445,48.45,11,false,true,INESTABLE
Ciudad_0950_optima,0.3613,1.3722,0.937,0.1836,1.4805,0.8702,0.0029,-0.0574,0.8501,86.16,9,false,false,OPTIMO
Ciudad_1127_optima,0.1195,1.1608,0.9725,0.1005,1.2127,0.9487,-0.0015,0.0332,0.9192,94.53,10,false,false,OPTIMO
Ciudad_1005_optima,0.4767,1.3687,1.2669,0.0495,0.4179,0.9207,0.1065,-0.044,1,88.14,6,false,false,OPTIMO
Ciudad_1006_optima,0.4157,1.2362,0.9139,0.3364,2.4386,0.8225,-0.0049,-0.0668,0.8075,81.37,7,false,false,OPTIMO
Ciudad_0892_funcional_estable,0.5797,0.9143,0.7956,0.5242,7.4241,0.6125,0.0462,-0.0061,0.6284,66.56,14,false,false,FUNCIONAL
Ciudad_0640_funcional_estable,0.501,0.8936,0.9915,0.2579,3.0228,0.6258,0.007,0.01,0.7634,75.8,11,false,false,FUNCIONAL
Ciudad_0008_colapso_o_critica,0.7881,0.4425,0.4224,0.7159,8.5388,0.1116,-0.2032,0.274,0.2413,30.24,10,true,true,CRITICO
Ciudad_1094_optima,0.4027,1.4443,1.1192,0.2684,1.2213,0.8434,-0.0199,-0.0642,0.9444,84.79,5,false,false,OPTIMO
Ciudad_0559_saturada_o_inestable,0.6192,0.6156,0.887,0.5406,4.8064,0.4561,-0.0013,0.1243,0.6101,56.76,8,false,true,INESTABLE
Ciudad_0196_colapso_o_critica,0.8145,0.2889,0.5775,0.9971,5.4715,0.0884,-0.1354,0.1768,0.1869,24.29,5,false,true,CRITICO
Ciudad_0131_colapso_o_critica,0.7405,0.2805,0.6497,0.8813,9.6505,0.4164,-0.2485,0.3486,0.4431,35.3,9,false,true,CRITICO
Ciudad_0473_saturada_o_inestable,0.6484,0.7539,0.7882,0.7131,5.2287,0.6216,-0.0367,0.0635,0.5936,48.67,7,false,false,INESTABLE
Ciudad_0251_colapso_o_critica,0.8933,0.4881,0.3709,0.9588,12.8848,0.4477,-0.3303,0.1968,0.2999,31.33,12,false,true,CRITICO
Ciudad_0457_saturada_o_inestable,0.8009,0.713,0.683,0.7065,4.8778,0.461,-0.1108,0.2094,0.4921,49.09,6,false,true,INESTABLE
Ciudad_0944_optima,0.3626,1.0628,1.0392,0.1387,0.5605,0.7555,0.1065,-0.0549,0.8617,85.78,4,false,false,OPTIMO
Ciudad_0225_colapso_o_critica,0.9694,0.2413,0.2353,0.8733,5.5243,0.0875,-0.3103,0.3838,0.177,15.0,5,true,true,CRITICO
Ciudad_0275_colapso_o_critica,0.8062,0.2265,0.4747,0.8908,11.1093,0.3771,-0.3419,0.4093,0.3695,28.21,10,false,true,CRITICO
Ciudad_0138_colapso_o_critica,0.9097,0.559,0.6389,0.7263,9.6433,0.3392,-0.0912,0.1515,0.3604,27.01,12,true,true,CRITICO
Ciudad_0454_saturada_o_inestable,0.7088,0.8305,0.6043,0.7343,4.9738,0.6357,-0.0096,0.1525,0.5294,55.37,6,false,false,INESTABLE
Ciudad_0382_saturada_o_inestable,0.8001,0.7912,0.7378,0.7404,5.6474,0.4204,-0.0319,0.1441,0.4511,50.84,7,false,true,INESTABLE
Ciudad_0855_funcional_estable,0.4529,0.8309,0.7758,0.3122,2.5598,0.5632,-0.0327,0.0024,0.6833,68.81,8,false,false,FUNCIONAL
Ciudad_0505_saturada_o_inestable,0.6457,0.8187,0.8826,0.6459,7.6757,0.43,-0.0773,0.0934,0.5344,47.69,11,false,true,INESTABLE
Ciudad_0183_colapso_o_critica,0.966,0.2347,0.4783,0.7728,5.1349,0.3247,-0.0932,0.2188,0.3178,26.01,6,false,true,CRITICO
Ciudad_0020_colapso_o_critica,0.8682,0.1692,0.4982,0.7982,8.0199,0.1759,-0.099,0.1728,0.2943,23.37,9,false,true,CRITICO
Ciudad_0807_funcional_estable,0.6154,0.881,0.8444,0.4416,6.2889,0.6592,0.0391,0.0305,0.6604,68.17,14,false,false,FUNCIONAL
Ciudad_0966_optima,0.4632,1.3722,1.1945,0.24,0.8745,0.8647,0.0815,-0.049,0.9111,84.43,5,false,false,OPTIMO
Ciudad_1000_optima,0.1991,1.0419,1.2365,0.0233,0.4029,0.8384,0.0691,0.0058,0.9821,92.44,14,false,false,OPTIMO
Ciudad_0005_colapso_o_critica,0.8861,0.6089,0.7429,0.8914,3.9772,0.1679,-0.2349,0.1951,0.3489,37.34,4,false,true,CRITICO
Ciudad_1163_optima,0.3124,1.3462,0.938,0.06,0.3382,0.8926,0.0568,-0.0219,0.9366,89.46,7,false,false,OPTIMO
Ciudad_0525_saturada_o_inestable,0.7304,0.8056,0.5791,0.7744,5.2685,0.4073,-0.0734,0.1847,0.4174,48.64,6,false,false,INESTABLE
Ciudad_0325_saturada_o_inestable,0.6112,0.7816,0.6037,0.7487,9.6251,0.6303,-0.1562,0.0866,0.5587,55.77,12,false,true,INESTABLE
Ciudad_0879_funcional_estable,0.4565,0.8904,0.8852,0.5045,4.6863,0.6249,-0.0294,0.0223,0.6932,70.76,9,false,false,FUNCIONAL
Ciudad_0768_funcional_estable,0.5813,0.9226,1.0646,0.3237,2.3556,0.749,0.001,0.0721,0.8472,71.97,7,false,false,FUNCIONAL
Ciudad_0439_saturada_o_inestable,0.7609,0.7222,0.5248,0.4682,2.8617,0.4135,-0.0665,0.1489,0.4612,49.58,5,false,true,INESTABLE
Ciudad_0524_saturada_o_inestable,0.5968,0.6478,0.8164,0.7151,8.5712,0.5551,-0.1335,0.0908,0.5827,55.96,11,false,true,INESTABLE
Ciudad_0384_saturada_o_inestable,0.8474,0.8493,0.7749,0.748,4.1838,0.6191,-0.1468,0.1295,0.6215,55.94,5,false,true,INESTABLE
Ciudad_0823_funcional_estable,0.6602,1.0555,0.9547,0.5444,5.812,0.7334,0.0418,0.049,0.7131,72.39,10,false,false,FUNCIONAL
Ciudad_0877_funcional_estable,0.5379,0.7938,0.8845,0.3106,1.3907,0.7243,-0.027,0.0942,0.7411,71.6,4,false,false,FUNCIONAL
Ciudad_1106_optima,0.465,1.3512,1.243,0.2245,2.9481,0.9005,0.048,0.0307,0.9564,85.34,12,false,false,OPTIMO
Ciudad_0957_optima,0.2123,1.3135,1.2804,0.1388,0.8299,0.9431,0.1089,0.0347,1,92.53,5,false,false,OPTIMO
Ciudad_0776_funcional_estable,0.4461,1.079,0.8044,0.4447,5.3644,0.7883,-0.0278,-0.002,0.677,73.3,12,false,false,FUNCIONAL
Ciudad_0487_saturada_o_inestable,0.7637,0.5869,0.5874,0.573,2.7232,0.5344,-0.0619,0.1688,0.5658,48.24,4,false,false,INESTABLE
Ciudad_0869_funcional_estable,0.6168,0.9815,0.7991,0.2846,1.2005,0.6011,-0.0137,0.0094,0.6697,70.94,4,false,false,FUNCIONAL
Ciudad_0426_saturada_o_inestable,0.6543,0.6395,0.7101,0.5822,8.745,0.6383,-0.0346,0.1702,0.6136,56.14,13,false,false,INESTABLE
Ciudad_0398_saturada_o_inestable,0.7785,0.6838,0.7833,0.604,8.4897,0.5469,-0.0659,0.2117,0.5883,54.07,12,false,false,INESTABLE
Ciudad_0252_colapso_o_critica,0.9174,0.5314,0.4706,0.7671,8.298,0.1342,-0.3035,0.294,0.2467,30.53,9,true,true,CRITICO
Ciudad_0616_funcional_estable,0.6826,0.9433,0.8531,0.4366,6.0401,0.668,-0.0312,-0.002,0.7174,68.8,14,false,false,FUNCIONAL
Ciudad_0498_saturada_o_inestable,0.846,0.8095,0.7439,0.5937,4.5293,0.3732,-0.0186,0.0902,0.5322,51.75,7,false,true,INESTABLE
Ciudad_0818_funcional_estable,0.5736,1.0491,0.9364,0.3946,4.3119,0.7746,-0.0535,0.0695,0.7827,70.32,10,false,false,FUNCIONAL
Ciudad_0954_optima,0.3645,1.0463,0.8921,0.2987,3.0708,0.9013,0.0354,0.0062,0.8524,84.1,10,false,false,OPTIMO
Ciudad_0565_saturada_o_inestable,0.7781,0.859,0.8402,0.4887,4.5537,0.443,-0.1208,0.1506,0.5897,53.61,8,false,true,INESTABLE
Ciudad_0204_colapso_o_critica,0.7833,0.3848,0.586,0.72,12.6545,0.3491,-0.2686,0.349,0.4032,36.86,14,true,true,CRITICO
Ciudad_0130_colapso_o_critica,0.8242,0.4434,0.4884,0.9104,8.0167,0.0938,-0.1488,0.1554,0.2311,27.59,8,true,true,CRITICO
Ciudad_0484_saturada_o_inestable,0.6048,0.773,0.879,0.5507,6.789,0.4264,-0.0832,0.0971,0.5791,52.25,11,false,true,INESTABLE
Ciudad_0751_funcional_estable,0.6868,0.9275,0.7688,0.4016,5.817,0.6185,0.0447,0.0471,0.6492,66.18,13,false,false,FUNCIONAL
Ciudad_0984_optima,0.3386,1.1909,1.1247,0.2818,4.4352,0.7972,0.0219,0.0347,0.8696,84.95,14,false,false,OPTIMO
Ciudad_0182_colapso_o_critica,0.7633,0.402,0.4426,0.7991,6.7534,0.2655,-0.2386,0.2803,0.2983,31.96,7,true,true,CRITICO
Ciudad_0040_colapso_o_critica,0.907,0.3352,0.3473,1.0,6.1312,0.2554,-0.1864,0.4257,0.2427,22.29,5,false,true,CRITICO
Ciudad_0970_optima,0.464,1.0961,1.1704,0.1494,1.649,0.8055,0.0098,0.0273,0.906,84.59,12,false,false,OPTIMO
Ciudad_1080_optima,0.2895,1.1811,1.1493,0.1527,2.1574,0.7302,0.06,0.0264,0.8321,86.52,13,false,false,OPTIMO
Ciudad_0506_saturada_o_inestable,0.7385,0.7947,0.8079,0.4294,5.1597,0.4312,-0.1346,0.0836,0.5682,52.04,11,false,false,INESTABLE
Ciudad_0794_funcional_estable,0.6678,0.8571,0.8747,0.3971,5.7272,0.5968,-0.0227,0.0513,0.6719,66.55,13,false,true,FUNCIONAL
Ciudad_0276_colapso_o_critica,0.9028,0.2934,0.681,1.0,8.833,0.4476,-0.1151,0.4272,0.4477,31.85,7,true,true,CRITICO
Ciudad_0160_colapso_o_critica,0.9096,0.2986,0.3625,0.8561,14.3775,0.3733,-0.2751,0.3169,0.2874,26.15,14,true,true,CRITICO
Ciudad_0239_colapso_o_critica,0.7694,0.4376,0.5181,0.868,14.883,0.4177,-0.1277,0.3604,0.3632,36.25,14,false,true,CRITICO
Ciudad_0108_colapso_o_critica,0.7765,0.608,0.2254,0.9179,5.6316,0.3705,-0.1599,0.3362,0.3025,32.82,5,true,false,CRITICO
Ciudad_0504_saturada_o_inestable,0.5892,0.837,0.5782,0.4899,6.9,0.5559,-0.1056,0.1173,0.5696,56.92,12,false,true,INESTABLE
Ciudad_0893_funcional_estable,0.4463,1.0669,0.8915,0.3095,3.2865,0.6653,0.0551,0.0365,0.7499,68.16,10,false,false,FUNCIONAL
Ciudad_1064_optima,0.2238,1.0134,1.2001,0.2943,2.3319,0.8647,0.0787,0.0234,0.9417,88.4,7,false,false,OPTIMO
Ciudad_1018_optima,0.4135,1.0417,0.9872,0.1102,0.7398,0.8293,0.1041,-0.0517,0.9177,86.41,8,false,false,OPTIMO
Ciudad_0569_saturada_o_inestable,0.7144,0.7945,0.6735,0.7402,6.4295,0.456,-0.1043,0.1397,0.4897,52.06,8,false,true,INESTABLE
Ciudad_0142_colapso_o_critica,0.8237,0.242,0.5598,0.8607,4.2948,0.1486,-0.3727,0.4107,0.2915,25.83,4,true,true,CRITICO
Ciudad_0588_saturada_o_inestable,0.8361,0.6227,0.6238,0.6185,4.6918,0.4484,-0.1102,0.1089,0.5153,46.01,7,false,true,INESTABLE
Ciudad_0390_saturada_o_inestable,0.6651,0.5657,0.75,0.6527,10.1687,0.6157,-0.1614,0.1387,0.5972,53.36,14,false,false,INESTABLE
Ciudad_0211_colapso_o_critica,0.9388,0.5173,0.5054,0.7184,9.0264,0.1793,-0.3047,0.2104,0.2931,32.07,11,false,true,CRITICO
Ciudad_0939_optima,0.3737,1.3185,0.978,0.297,2.3284,0.8512,0.1134,-0.0292,0.8743,84.66,8,false,false,OPTIMO
Ciudad_0452_saturada_o_inestable,0.7978,0.82,0.5528,0.6831,7.92,0.5257,0.0018,0.0546,0.4628,50.87,11,false,true,INESTABLE
Ciudad_0589_saturada_o_inestable,0.7136,0.809,0.672,0.5796,9.3291,0.5029,-0.0115,0.1457,0.5514,55.76,14,false,true,INESTABLE
Ciudad_0471_saturada_o_inestable,0.7164,0.7628,0.771,0.5531,2.9982,0.597,-0.0777,0.1196,0.6348,53.84,5,false,true,INESTABLE
Ciudad_0724_funcional_estable,0.5605,0.9891,0.8608,0.4989,5.4249,0.6842,-0.0351,0.0691,0.6604,71.94,10,false,false,FUNCIONAL
Ciudad_0357_saturada_o_inestable,0.6905,0.8798,0.7484,0.4821,3.5598,0.3827,-0.1018,0.1282,0.5221,54.37,6,false,true,INESTABLE
Ciudad_0312_saturada_o_inestable,0.7818,0.8303,0.6972,0.6358,9.0114,0.4402,-0.016,0.1004,0.5068,53.33,13,false,true,INESTABLE
Ciudad_0693_funcional_estable,0.6623,0.8752,0.9668,0.5653,4.2295,0.6268,0.0181,0.0057,0.6987,67.03,8,false,false,FUNCIONAL
Ciudad_0550_saturada_o_inestable,0.755,0.9026,0.6346,0.6944,7.9866,0.4864,-0.111,0.1922,0.4952,54.47,10,false,false,INESTABLE
Ciudad_0804_funcional_estable,0.5939,0.952,0.9575,0.4134,3.1248,0.5916,0.017,0.0366,0.6899,71.7,7,false,false,FUNCIONAL
Ciudad_0091_colapso_o_critica,0.9325,0.4829,0.4754,0.7992,11.0872,0.1799,-0.3087,0.3785,0.2769,29.54,11,false,true,CRITICO
Ciudad_0494_saturada_o_inestable,0.8377,0.8523,0.6093,0.5659,9.1502,0.4409,-0.0912,0.1243,0.546,52.07,14,false,true,INESTABLE
Ciudad_0271_colapso_o_critica,0.7925,0.3106,0.4588,0.6933,11.138,0.4312,-0.2773,0.1949,0.4392,34.31,14,true,true,CRITICO
Ciudad_1063_optima,0.131,1.0113,1.1584,0.0919,0.59,0.7849,0.115,0.0145,0.9515,91.7,6,false,false,OPTIMO
Ciudad_0353_saturada_o_inestable,0.8594,0.7996,0.8507,0.6935,8.1402,0.6182,-0.0762,0.0908,0.6104,56.78,11,false,true,INESTABLE
Ciudad_0135_colapso_o_critica,0.821,0.501,0.5288,0.8732,9.5731,0.4285,-0.2991,0.3342,0.3774,37.15,9,false,true,CRITICO
Ciudad_0343_saturada_o_inestable,0.7362,0.8801,0.7805,0.7104,9.2482,0.4933,-0.0074,0.0709,0.5449,57.1,12,false,true,INESTABLE
Ciudad_0290_colapso_o_critica,0.8389,0.3402,0.5515,0.7089,6.532,0.1758,-0.293,0.1635,0.2924,30.64,8,true,true,CRITICO
Ciudad_0203_colapso_o_critica,0.7524,0.3327,0.6735,0.966,6.6029,0.2414,-0.3683,0.2274,0.2871,32.08,6,false,false,CRITICO
Ciudad_0755_funcional_estable,0.4915,0.9286,0.9322,0.4696,5.0376,0.5673,0.0316,0.0417,0.6693,71.33,10,false,false,FUNCIONAL
Ciudad_0766_funcional_estable,0.6211,0.7718,0.8203,0.4339,2.7213,0.7532,0.0109,0.0625,0.7414,66.83,6,false,false,FUNCIONAL
Ciudad_0773_funcional_estable,0.6211,0.9636,0.7816,0.5711,6.952,0.7256,0.0123,0.0167,0.6442,68.25,12,false,false,FUNCIONAL
Ciudad_0886_funcional_estable,0.6468,0.9875,0.9799,0.29,3.941,0.6127,-0.032,0.0313,0.7133,74.25,13,false,false,FUNCIONAL
Ciudad_0349_saturada_o_inestable,0.8711,0.8243,0.6578,0.5554,8.6685,0.6152,-0.0482,0.1988,0.6173,55.32,13,false,true,INESTABLE
Ciudad_0281_colapso_o_critica,0.803,0.1819,0.7183,0.7586,3.8326,0.0904,-0.1695,0.3896,0.3035,28.28,4,true,true,CRITICO
Ciudad_0757_funcional_estable,0.5182,0.956,0.9952,0.4293,3.6904,0.6201,0.0,0.0414,0.7734,74.4,8,false,true,FUNCIONAL
Ciudad_0618_funcional_estable,0.511,0.8548,0.7922,0.4013,3.9588,0.5651,-0.023,0.0214,0.601,67.28,9,false,true,FUNCIONAL
Ciudad_0164_colapso_o_critica,0.8793,0.2116,0.4081,0.8017,11.4815,0.2552,-0.1199,0.417,0.3062,23.94,11,true,true,CRITICO
Ciudad_0963_optima,0.3941,1.032,0.9915,0.1191,1.4642,0.9761,0.0312,0.0126,0.954,89.68,12,false,false,OPTIMO
Ciudad_1089_optima,0.1389,1.4188,1.0894,0.2175,2.1658,0.8902,0.1161,-0.0146,0.9707,91.76,10,false,false,OPTIMO
Ciudad_0387_saturada_o_inestable,0.7244,0.6209,0.6912,0.5647,9.3754,0.5421,-0.0367,0.1844,0.5178,52.23,14,false,true,INESTABLE
Ciudad_0862_funcional_estable,0.5616,0.9476,0.9914,0.5472,4.7925,0.5964,0.0237,0.0855,0.6644,71.01,8,false,false,FUNCIONAL
Ciudad_1024_optima,0.4587,1.1055,1.1989,0.1789,1.6554,0.8853,0.0994,-0.0289,0.9741,85.85,9,false,false,OPTIMO
Ciudad_0644_funcional_estable,0.5815,0.9203,0.936,0.2536,3.0509,0.6103,0.0281,0.0757,0.7607,73.5,10,false,false,FUNCIONAL
Ciudad_0938_optima,0.3602,1.1115,1.2509,0.1754,1.0336,0.7254,0.0914,0.0044,0.885,84.67,7,false,false,OPTIMO
Ciudad_0717_funcional_estable,0.5058,1.0202,0.7996,0.3889,2.7278,0.5682,-0.0035,-0.0149,0.6337,71.41,7,false,false,FUNCIONAL
Ciudad_0026_colapso_o_critica,0.7896,0.2366,0.3324,0.9507,6.2863,0.4065,-0.1801,0.1775,0.2975,25.64,6,false,true,CRITICO
Ciudad_0059_colapso_o_critica,0.8433,0.309,0.4801,0.8521,8.959,0.3182,-0.3367,0.2748,0.3118,29.04,9,true,true,CRITICO
Ciudad_0891_funcional_estable,0.4206,1.0443,0.9988,0.3605,2.1274,0.6036,0.0359,0.001,0.7412,73.9,6,false,false,FUNCIONAL
Ciudad_0956_optima,0.1317,1.0874,0.953,0.2614,2.4755,0.7714,0.0397,-0.0458,0.7731,87.93,9,false,false,OPTIMO
Ciudad_0864_funcional_estable,0.4178,0.9917,0.8094,0.4425,2.6104,0.6612,-0.038,0.0444,0.6781,74.21,5,false,false,FUNCIONAL
Ciudad_0706_funcional_estable,0.4596,1.0351,0.8859,0.3206,4.5846,0.6428,-0.0593,-0.0117,0.6822,72.61,14,false,false,FUNCIONAL
Ciudad_0431_saturada_o_inestable,0.7921,0.8395,0.7569,0.6072,5.7,0.6183,-0.0261,0.1269,0.6017,47.74,8,false,true,INESTABLE
Ciudad_0009_colapso_o_critica,0.9364,0.1783,0.5067,0.9824,11.2194,0.2807,-0.3388,0.295,0.3038,21.74,10,true,true,CRITICO
Ciudad_0100_colapso_o_critica,0.8371,0.4252,0.6884,0.721,13.1868,0.3338,-0.262,0.4143,0.422,30.44,14,true,true,CRITICO
Ciudad_0168_colapso_o_critica,0.7075,0.4624,0.3744,0.7672,9.3657,0.3132,-0.2052,0.1485,0.2863,34.65,11,true,false,CRITICO
Ciudad_0184_colapso_o_critica,0.753,0.3292,0.4894,0.7375,8.6114,0.1584,-0.1716,0.2004,0.3127,30.06,10,true,true,CRITICO
Ciudad_0578_saturada_o_inestable,0.8546,0.6461,0.6214,0.6649,5.8967,0.5284,-0.1402,0.1076,0.5197,47.08,8,false,true,INESTABLE
Ciudad_0174_colapso_o_critica,0.8039,0.2204,0.6758,0.861,5.6521,0.1763,-0.1614,0.1871,0.2725,28.56,6,true,true,CRITICO
Ciudad_0181_colapso_o_critica,0.9166,0.5152,0.6834,0.7164,12.9856,0.2944,-0.3377,0.3928,0.4536,32.38,14,true,true,CRITICO
Ciudad_0480_saturada_o_inestable,0.6059,0.6427,0.8331,0.6389,7.432,0.3781,-0.0296,0.1864,0.5239,53.59,10,false,false,INESTABLE
Ciudad_0109_colapso_o_critica,0.929,0.53,0.6036,0.7948,3.7247,0.3882,-0.3223,0.1622,0.4132,37.58,4,true,true,CRITICO
Ciudad_0185_colapso_o_critica,0.952,0.51,0.3084,0.6758,3.1091,0.122,-0.2385,0.1642,0.2197,27.18,4,false,true,CRITICO
Ciudad_0715_funcional_estable,0.3892,0.8262,0.9221,0.3144,1.5405,0.6932,-0.0031,-0.0064,0.7503,75.46,5,false,false,FUNCIONAL
Ciudad_0399_saturada_o_inestable,0.7975,0.8554,0.5767,0.6376,2.8546,0.4047,-0.0741,0.1184,0.4897,50.5,4,false,true,INESTABLE
Ciudad_0177_colapso_o_critica,0.957,0.6188,0.7225,0.7387,8.0559,0.3183,-0.2452,0.3586,0.4448,32.07,9,true,true,CRITICO
Ciudad_0889_funcional_estable,0.4243,1.039,1.038,0.3555,3.2403,0.7763,-0.0474,0.0099,0.8135,73.02,9,false,true,FUNCIONAL
